record_number,paper_number,paper_identifier,group_number_within_paper,group_id,source_evidence,has_section_reference,has_table_reference,has_figure_reference,has_page_reference
2312,451,https://doi.org/10.1007/s10694-022-01351-x,4,Case5_Module_FireSuppression,Section 2.3 Case 5; Figures 13–15; Abstract; Conclusion (3),1,0,0,0
2313,452,https://doi.org/10.1007/s10694-023-01383-x,1,GasBurner_Pack_Test,Section 2 (Experimental Method and Setup); Figure 1; Section 4.1 (Comparison with Experiments); Figure 3,1,0,1,0
2314,453,https://doi.org/10.1007/s10694-024-01609-6,1,Oven_220C_Experiment_Validation,Section 3.1 and Figure 5 (experimental data from Ref. [18] as cited),1,0,1,0
2315,453,https://doi.org/10.1007/s10694-024-01609-6,2,BottomHeating_1500Jm2s_20C,Table 5 and Section 3.3,1,1,0,0
2316,453,https://doi.org/10.1007/s10694-024-01609-6,3,BottomHeating_1750Jm2s_20C,Table 5 and Section 3.3,1,1,0,0
2317,453,https://doi.org/10.1007/s10694-024-01609-6,4,BottomHeating_2000Jm2s_20C,Table 5 and Section 3.3,1,1,0,0
2318,453,https://doi.org/10.1007/s10694-024-01609-6,5,BottomHeating_2250Jm2s_20C,Table 5 and Section 3.3,1,1,0,0
2319,453,https://doi.org/10.1007/s10694-024-01609-6,6,BottomHeating_2250Jm2s_Ambient25C,Figure 11 and Section 3.4,1,0,1,0
2320,453,https://doi.org/10.1007/s10694-024-01609-6,7,BottomHeating_2250Jm2s_AmbientMinus10C,Figure 11 and Section 3.4,1,0,1,0
2321,454,https://doi.org/10.1007/s10694-024-01611-y,1,LFP_0%SOC,Section 2.2; Fig. 1 (setup); Section 3.2 (stage temperatures and criteria); Fig. 4a; Fig. 6a,1,0,0,0
2322,454,https://doi.org/10.1007/s10694-024-01611-y,2,LFP_50%SOC,Section 2.2; Section 3.2; Fig. 4c; Fig. 6c,1,0,0,0
2323,454,https://doi.org/10.1007/s10694-024-01611-y,3,LFP_100%SOC,Section 3.4 (Fig. 8e: 15 °C/s at 100% SOC); Sections 3.2–3.3 (stage definitions and non-ignition observation); Fig. 6e,1,0,0,0
2324,454,https://doi.org/10.1007/s10694-024-01611-y,4,NCM622_0%SOC,Section 2.2; Section 3.2; Fig. 4b; Fig. 6b,1,0,0,0
2325,454,https://doi.org/10.1007/s10694-024-01611-y,5,NCM622_50%SOC,Section 3.2; Fig. 4d; Fig. 6d,1,0,0,0
2326,454,https://doi.org/10.1007/s10694-024-01611-y,6,NCM622_100%SOC,Section 3.1 (ignition only for 100% SOC NCM622); Section 3.2 (stage temperatures and criteria); Fig. 4f; Fig. 6f; Section 3.3 (H2 detected 78 s before fire); Fig. 8f (40 °C/s),1,0,0,0
2327,455,https://doi.org/10.1007/s10694-024-01630-9,1,NMC_d0mm_Tamb298_v0,"Figure 8a,b and Section 3.2",1,0,1,0
2328,455,https://doi.org/10.1007/s10694-024-01630-9,2,NMC_d2mm_Tamb298_v0,"Figure 8a,b and Section 3.2",1,0,1,0
2329,455,https://doi.org/10.1007/s10694-024-01630-9,3,NMC_d4mm_Tamb298_v0,"Figure 8a,b and Section 3.2",1,0,1,0
2330,455,https://doi.org/10.1007/s10694-024-01630-9,4,NMC_d6mm_Tamb298_v0,"Figure 8a,b and Section 3.2",1,0,1,0
2331,455,https://doi.org/10.1007/s10694-024-01630-9,5,NMC_d8mm_Tamb298_v0_Mitigated,Figure 8a and Section 3.2,1,0,1,0
2332,455,https://doi.org/10.1007/s10694-024-01630-9,6,NMC_d10mm_Tamb298_v0_Mitigated,Figure 8a and Section 3.2,1,0,1,0
2333,455,https://doi.org/10.1007/s10694-024-01630-9,7,NMC_Tamb318K_d0mm_v0,"Figure 9a,b and Section 3.3",1,0,1,0
2334,455,https://doi.org/10.1007/s10694-024-01630-9,8,NMC_Tamb358K_d0mm_v0,"Figure 9a,b and Section 3.3",1,0,1,0
2335,455,https://doi.org/10.1007/s10694-024-01630-9,9,NMC_v0p20ms_d2mm_Tamb298,"Figure 10a,b and Section 3.4",1,0,1,0
2336,455,https://doi.org/10.1007/s10694-024-01630-9,10,NMC_v0p25ms_d2mm_Tamb298_Mitigated,Figure 10a and Section 3.4,1,0,1,0
2337,455,https://doi.org/10.1007/s10694-024-01630-9,11,NMC_v0p30ms_d2mm_Tamb298_Mitigated,Figure 10a and Section 3.4,1,0,1,0
2338,456,https://doi.org/10.1007/s10694-024-01631-8,1,Test_1_NoSuppression,Section 3.1; Figure 4 and Figure 5; Table 2,1,1,1,0
2339,456,https://doi.org/10.1007/s10694-024-01631-8,2,Test_2_Water_20s,Section 3.2; Figure 8; Table 2,1,1,1,0
2340,456,https://doi.org/10.1007/s10694-024-01631-8,3,Test_3_Water_30s,Section 3.2; Figure 6 and Figure 7; Table 2,1,1,1,0
2341,456,https://doi.org/10.1007/s10694-024-01631-8,4,Test_4_Water_40s,Section 3.2; Figure 8; Table 2,1,1,1,0
2342,456,https://doi.org/10.1007/s10694-024-01631-8,5,Test_5_Hydrogel_20s,Section 3.3; Figure 11; Table 2,1,1,1,0
2343,456,https://doi.org/10.1007/s10694-024-01631-8,6,Test_6_Hydrogel_30s,Section 3.3; Figure 9 and Figure 10; Table 2,1,1,1,0
2344,456,https://doi.org/10.1007/s10694-024-01631-8,7,Test_7_Hydrogel_40s,Section 3.3; Figure 11; Table 2,1,1,1,0
2345,457,https://doi.org/10.1007/s10694-024-01687-6,1,Test_0_Control,"Figure 4 (timeline), Figure 5 (temperature curves), Section 3.1",1,0,1,0
2346,457,https://doi.org/10.1007/s10694-024-01687-6,2,Test_1_Water,Table 3; Figure 6a; Table 4; Table 5; Table 6,0,1,1,0
2347,457,https://doi.org/10.1007/s10694-024-01687-6,3,Test_2_Water_Mist,Table 3; Figure 6b; Table 4; Table 5; Table 6,0,1,1,0
2348,457,https://doi.org/10.1007/s10694-024-01687-6,4,Test_3_Dry_Powder,Table 3; Figure 6c; Table 4; Table 5; Table 6,0,1,1,0
2349,457,https://doi.org/10.1007/s10694-024-01687-6,5,Test_4_CO2,Table 3; Figure 6d; Table 4; Table 5; Table 6,0,1,1,0
2350,457,https://doi.org/10.1007/s10694-024-01687-6,6,Test_5_HFC-227ea,Table 3; Figure 7a; Table 4; Table 5; Table 6,0,1,1,0
2351,457,https://doi.org/10.1007/s10694-024-01687-6,7,Test_6_Water_Based_Agent,Table 3; Figure 7b; Table 4; Table 5; Table 6,0,1,1,0
2352,457,https://doi.org/10.1007/s10694-024-01687-6,8,Test_7_3AFFF,Table 3; Figure 7c; Table 4; Table 5; Table 6,0,1,1,0
2353,457,https://doi.org/10.1007/s10694-024-01687-6,9,Test_8_Perfluorohexanone,Table 3; Figure 7d; Table 4; Table 5; Table 6,0,1,1,0
2354,457,https://doi.org/10.1007/s10694-024-01687-6,10,Test_9_Hydrogel,Table 3; Figure 8a; Table 4; Table 5; Table 6,0,1,1,0
2355,457,https://doi.org/10.1007/s10694-024-01687-6,11,Test_10_Liquid_Nitrogen,Table 3; Figure 8b; Table 4; Table 5; Table 6; Abstract and Conclusions,0,1,1,0
2356,458,https://doi.org/10.1007/s10694-025-01703-3,1,Module_NCM111,"Fig. 1 (setup), Fig. 3a and Table 3 (trigger temperatures), Fig. 5 (voltage drop criterion), Table 4 (venting/trigger times), Section 3.3 (max temperatures).",1,1,0,0
2357,458,https://doi.org/10.1007/s10694-025-01703-3,2,Module_NCM523,"Fig. 1 (setup), Fig. 3b and Table 3 (trigger temperatures), Fig. 5 (voltage drop criterion), Table 4 (venting/trigger times), Section 3.3 (max temperatures).",1,1,0,0
2358,458,https://doi.org/10.1007/s10694-025-01703-3,3,Module_NCM622,"Fig. 1 (setup), Fig. 3c and Table 3 (trigger temperatures), Fig. 5 (voltage drop criterion), Table 4 (venting/trigger times), Section 3.3 (max temperatures).",1,1,0,0
2359,459,https://doi.org/10.1007/s10694-025-01708-y,1,Sample_1a,Fig. 2b and Section 3 (Sample 1a–b maxima),1,0,0,0
2360,459,https://doi.org/10.1007/s10694-025-01708-y,2,Sample_1b,Fig. 2b and Section 3 (Sample 1a–b maxima),1,0,0,0
2361,459,https://doi.org/10.1007/s10694-025-01708-y,3,Sample_2a,Fig. 2b and Section 3 (Sample 2a–b maxima),1,0,0,0
2362,459,https://doi.org/10.1007/s10694-025-01708-y,4,Sample_2b,Fig. 2b and Section 3 (Sample 2a–b maxima),1,0,0,0
2363,460,https://doi.org/10.1007/s10694-025-01723-z,1,NCM_S75_NoRefrigerant,Fig. 6; Section 3.1; Conclusions (points 1–2),1,0,0,0
2364,460,https://doi.org/10.1007/s10694-025-01723-z,2,LFP_S75_NoRefrigerant,Fig. 7; Section 3.1,1,0,0,0
2365,460,https://doi.org/10.1007/s10694-025-01723-z,3,NCM_S75_Rate_0p080kgs,Fig. 10; Section 3.2.1,1,0,0,0
2366,460,https://doi.org/10.1007/s10694-025-01723-z,4,LFP_S75_Rate_0p038kgs,Fig. 11; Section 3.2.1,1,0,0,0
2367,460,https://doi.org/10.1007/s10694-025-01723-z,5,NCM_S75_Delay_<=75s,Fig. 12; Section 3.2.2,1,0,0,0
2368,460,https://doi.org/10.1007/s10694-025-01723-z,6,NCM_S75_Delay_100s,Fig. 12; Section 3.2.2,1,0,0,0
2369,460,https://doi.org/10.1007/s10694-025-01723-z,7,LFP_S75_Delay_<=150s,Fig. 13; Section 3.2.2,1,0,0,0
2370,460,https://doi.org/10.1007/s10694-025-01723-z,8,LFP_S75_Delay_200s,Fig. 13; Section 3.2.2,1,0,0,0
2371,460,https://doi.org/10.1007/s10694-025-01723-z,9,NCM_S75_Duration_200s,Fig. 14; Section 3.2.3,1,0,0,0
2372,460,https://doi.org/10.1007/s10694-025-01723-z,10,LFP_S75_Duration_150s,Fig. 15; Section 3.2.3,1,0,0,0
2373,460,https://doi.org/10.1007/s10694-025-01723-z,11,NCM_S75_Refrigerant_R410A,Fig. 16; Section 3.2.4; Conclusions (point 5),1,0,0,0
2374,460,https://doi.org/10.1007/s10694-025-01723-z,12,NCM_S75_Refrigerant_CO2,Fig. 16; Section 3.2.4; Conclusions (point 5),1,0,0,0
2375,461,https://doi.org/10.1007/s10800-025-02269-2,1,Cell_ThermalOnly,"Section 2.3 (heating method), Fig. 4a (thermal abuse only phenomenon), Fig. 6 (surface temperature and vent rupture ≈370 °C), Sections 3.1 and 3.3; Conclusion point 2 (375 ± 5 °C surface under thermal abuse)",1,0,0,0
2376,462,https://doi.org/10.1007/s10973-011-1452-6,1,Sample_A_50SOC,"Table 1 (sample definition), Table 2 (T0, Tmax, Pmax, dT/dtmax, dP/dtmax); Fig. 1–4; Results and Discussion",0,1,0,0
2377,462,https://doi.org/10.1007/s10973-011-1452-6,2,Sample_B_100SOC,"Table 1 (sample definition), Table 2 (T0, Tmax, Pmax, dT/dtmax, dP/dtmax); Fig. 1–4; Results and Discussion",0,1,0,0
2378,463,https://doi.org/10.1007/s10973-013-3137-9,1,Sample_A,Table 2; Figs. 1–5; Results and discussion,0,1,0,0
2379,463,https://doi.org/10.1007/s10973-013-3137-9,2,Sample_B,Table 2; Figs. 6–10; Results and discussion,0,1,0,0
2380,463,https://doi.org/10.1007/s10973-013-3137-9,3,Sample_C,Table 2; Figs. 1–5; Results and discussion (noting ~240 min onset for LiCoO2 in storage state),0,1,0,0
2381,463,https://doi.org/10.1007/s10973-013-3137-9,4,Sample_D,Table 2; Figs. 6–10; Results and discussion,0,1,0,0
2382,464,https://doi.org/10.1007/s10973-016-5755-5,1,1C_50SOC,Table 2; Fig. 3–6; Fig. 9,0,1,0,0
2383,464,https://doi.org/10.1007/s10973-016-5755-5,2,3C_50SOC,Table 2; Fig. 3–6; Fig. 9,0,1,0,0
2384,464,https://doi.org/10.1007/s10973-016-5755-5,3,5C_50SOC,Table 2; Fig. 3–6; Fig. 9,0,1,0,0
2385,464,https://doi.org/10.1007/s10973-016-5755-5,4,1C_100SOC,Table 2; Fig. 3–6; Fig. 9,0,1,0,0
2386,464,https://doi.org/10.1007/s10973-016-5755-5,5,3C_100SOC,Table 2; Fig. 3–6; Fig. 9,0,1,0,0
2387,464,https://doi.org/10.1007/s10973-016-5755-5,6,5C_100SOC,Table 2; Fig. 3–6; Fig. 9; text in Results (shortest time to (dT/dt)max = 4.3 min),0,1,0,0
2388,465,https://doi.org/10.1007/s10973-016-5767-1,1,NCR18650A_exp1,Table 3; Fig. 1; Fig. 5; section 'Runaway of 18650 lithium-ion batteries with cathode material of LiNi0.8 Al0.05Co0.15O2',1,1,0,0
2389,465,https://doi.org/10.1007/s10973-016-5767-1,2,NCR18650A_exp2,Table 3; Fig. 1; Fig. 5; section 'Runaway of 18650 lithium-ion batteries with cathode material of LiNi0.8 Al0.05Co0.15O2',1,1,0,0
2390,465,https://doi.org/10.1007/s10973-016-5767-1,3,NCR18650A_exp3,Table 3; Fig. 1; Fig. 5; section 'Crucial temperature under runaway',1,1,0,0
2391,465,https://doi.org/10.1007/s10973-016-5767-1,4,NCR18650B_exp1,Table 3; Fig. 2; Fig. 6; section 'Runaway of 18650 lithium-ion batteries with cathode material of LiNi0.8 Al0.05Co0.15O2',1,1,0,0
2392,465,https://doi.org/10.1007/s10973-016-5767-1,5,NCR18650B_exp2,Table 3; Fig. 2; Fig. 6; section 'Crucial temperature under runaway',1,1,0,0
2393,465,https://doi.org/10.1007/s10973-016-5767-1,6,NCR18650B_exp3,Table 3; Fig. 2; Fig. 6; section 'Runaway of 18650 lithium-ion batteries with cathode material of LiNi0.8 Al0.05Co0.15O2',1,1,0,0
2394,466,https://doi.org/10.1007/s10973-018-7599-7,1,SOC0_150W,Table 3; Section 'Temperature and voltage variation'; Fig. 2a,1,1,0,0
2395,466,https://doi.org/10.1007/s10973-018-7599-7,2,SOC25_150W,Table 3; Section 'Temperature and voltage variation',1,1,0,0
2396,466,https://doi.org/10.1007/s10973-018-7599-7,3,SOC50_150W,Table 3; Table 2; Fig. 2b; Section 'Temperature and voltage variation',1,1,0,0
2397,466,https://doi.org/10.1007/s10973-018-7599-7,4,SOC75_150W,Table 3; Section 'Temperature and voltage variation',1,1,0,0
2398,466,https://doi.org/10.1007/s10973-018-7599-7,5,SOC100_150W,Table 3; Table 2; Section 'Combustion behavior of the lithium ion battery'; Fig. 3,1,1,0,0
2399,466,https://doi.org/10.1007/s10973-018-7599-7,6,SOC100_200W,Table 3; Table 2; Fig. 2c; Fig. 3; Section 'Temperature and voltage variation',1,1,0,0
2400,467,https://doi.org/10.1007/s10973-018-7891-6,1,SOC25_2kW,Table 2 and Fig. 4,0,1,0,0
2401,467,https://doi.org/10.1007/s10973-018-7891-6,2,SOC50_2kW,Table 2 and Fig. 4,0,1,0,0
2402,467,https://doi.org/10.1007/s10973-018-7891-6,3,SOC75_2kW,Table 2 and Fig. 4,0,1,0,0
2403,467,https://doi.org/10.1007/s10973-018-7891-6,4,SOC100_2kW,Table 2 and Fig. 4,0,1,0,0
2404,467,https://doi.org/10.1007/s10973-018-7891-6,5,P1.0kW_75SOC,Table 4 and Fig. 10,0,1,0,0
2405,467,https://doi.org/10.1007/s10973-018-7891-6,6,P1.5kW_75SOC,Table 4 and Fig. 10,0,1,0,0
2406,467,https://doi.org/10.1007/s10973-018-7891-6,7,P2.0kW_75SOC_HPseries,Table 4 and Fig. 10,0,1,0,0
2407,467,https://doi.org/10.1007/s10973-018-7891-6,8,Charge_75SOC_2kW_3C,Table 6 and Fig. 15,0,1,0,0
2408,467,https://doi.org/10.1007/s10973-018-7891-6,9,Discharge_75SOC_2kW_3C,Table 6 and Fig. 15,0,1,0,0
2409,468,https://doi.org/10.1007/s10973-019-08459-3,1,SOC100_HF11.1,"Fig. 4 (stage timings), Fig. 5 (temperature evolution), Fig. 6 (ignition time), Table 3 (ignition time), Table 4 (time to thermal runaway and peak temperature)",0,1,0,0
2410,468,https://doi.org/10.1007/s10973-019-08459-3,2,SOC100_HF8.8,"Table 3 (ignition time), Table 4 (time to thermal runaway and peak temperature), Section 'Effect of the incident heat flux on surface temperature'",1,1,0,0
2411,468,https://doi.org/10.1007/s10973-019-08459-3,3,SOC100_HF6.5,"Table 3 (ignition time), Table 4 (time to thermal runaway and peak temperature), Fig. 7 and related discussion",0,1,0,0
2412,468,https://doi.org/10.1007/s10973-019-08459-3,4,SOC50_HF11.1,"Fig. 4 (stage II: 347–870 s; stage III begins at 871 s), Table 3 (ignition time at 11.1 kW/m^2)",0,1,0,0
2413,468,https://doi.org/10.1007/s10973-019-08459-3,5,SOC0_HF11.1,"Fig. 4 (stage II: 362–1033 s; stage III begins at 1044 s), Table 3 (ignition time at 11.1 kW/m^2)",0,1,0,0
2414,469,https://doi.org/10.1007/s10973-019-09026-6,1,Open_Horizontal_0mm,"Fig. 11 (temperature and rate), text in Thermal runaway propagation spacing in open space",0,0,0,0
2415,469,https://doi.org/10.1007/s10973-019-09026-6,2,Open_Horizontal_2mm,"Fig. 12a; Table 1 (Horizontal spacing, open); Fig. 15 (rates); related text",0,1,0,0
2416,469,https://doi.org/10.1007/s10973-019-09026-6,3,Open_Horizontal_4mm,Fig. 12b; Table 1 (open space horizontal); Fig. 15 (rates); text,0,1,0,0
2417,469,https://doi.org/10.1007/s10973-019-09026-6,4,Open_Horizontal_6mm,Fig. 12c; Table 1 (open space horizontal); text,0,1,0,0
2418,469,https://doi.org/10.1007/s10973-019-09026-6,5,Open_Horizontal_10mm,Fig. 12d; Table 1 (open space horizontal); text,0,1,0,0
2419,469,https://doi.org/10.1007/s10973-019-09026-6,6,Open_Vertical_0mm,Fig. 16a1–a2; Table 2 (interval 5 s); Table 3 (rates),0,1,0,0
2420,469,https://doi.org/10.1007/s10973-019-09026-6,7,Open_Vertical_2mm,Fig. 16b1–b2; Table 2 (24 s); Table 3 (rates),0,1,0,0
2421,469,https://doi.org/10.1007/s10973-019-09026-6,8,Open_Vertical_4mm,Fig. 16c1–c2; Table 2 (39 s); Table 3 (rates),0,1,0,0
2422,469,https://doi.org/10.1007/s10973-019-09026-6,9,Open_Vertical_8mm,Fig. 17a; Table 3 (rates for 8 mm); Table 4 (open space vertical),0,1,0,0
2423,469,https://doi.org/10.1007/s10973-019-09026-6,10,Open_Vertical_12mm,Fig. 17b; Table 3 (rates for 12 mm); Table 4 (open space vertical),0,1,0,0
2424,469,https://doi.org/10.1007/s10973-019-09026-6,11,Closed_Horizontal_2mm,Fig. 19a1–a2; text in Effects of spacing in enclosed space (horizontal),0,0,0,0
2425,469,https://doi.org/10.1007/s10973-019-09026-6,12,Closed_Horizontal_4mm,Fig. 19b1–b2; Table 5,0,1,0,0
2426,469,https://doi.org/10.1007/s10973-019-09026-6,13,Closed_Horizontal_6mm,Fig. 19c1–c2; Table 5; text noting 0.66 °C s^-1 criterion,0,1,0,0
2427,469,https://doi.org/10.1007/s10973-019-09026-6,14,Closed_Vertical_4mm,Fig. 20a1–a2; Table 6 (closed space vertical),0,1,0,0
2428,469,https://doi.org/10.1007/s10973-019-09026-6,15,Closed_Vertical_8mm,Fig. 20b1–b2; Table 6 (closed space vertical),0,1,0,0
2429,469,https://doi.org/10.1007/s10973-019-09026-6,16,Closed_Vertical_12mm,Fig. 20c1–c2; Table 6 (closed space vertical),0,1,0,0
2430,470,https://doi.org/10.1007/s10973-020-09274-x,1,Upper_d1cm_SOC0,"Fig. 3 (0% SOC at d=1 cm: valve crack ~1630 ± 60 s, no ejection); Experimental setup section",1,0,0,0
2431,470,https://doi.org/10.1007/s10973-020-09274-x,2,Upper_d1cm_SOC50,"Fig. 3 (50% SOC at d=1 cm: times for valve rupture, smoke, and ejection); Fig. 4 (surface temperature curves, peak ~700 °C); Phenomenon observations section",1,0,0,0
2432,470,https://doi.org/10.1007/s10973-020-09274-x,3,Upper_d1cm_SOC100,Fig. 3 (100% SOC at d=1 cm: ejection time ~810 ± 10 s); Fig. 4 (peak temperature ~850 °C); HRR discussion section,1,0,0,0
2433,470,https://doi.org/10.1007/s10973-020-09274-x,4,Upper_d3cm_SOC0_noCrack,"Fig. 9 and text: 'For upper batteries of 0% SOC, the safety valve was not cracked at 3 cm'",0,0,0,0
2434,470,https://doi.org/10.1007/s10973-020-09274-x,5,Upper_d5cm_SOC50_noCrack,"Text and Fig. 9: 'For upper batteries of 50% SOC, the safety valve was not cracked at 5 cm'; propagation threshold discussion",0,0,0,0
2435,470,https://doi.org/10.1007/s10973-020-09274-x,6,Upper_d8cm_SOC100_noCrack,"Text and Fig. 9: 'For upper batteries of 100% SOC, the safety valve was not cracked at 8 cm'",0,0,0,0
2436,471,https://doi.org/10.1007/s10973-020-10195-y,1,Cell_VSP2_100%SoC,Table 2; VSP2 adiabatic calorimetric method section; Figs. 5–7,1,1,0,0
2437,471,https://doi.org/10.1007/s10973-020-10195-y,2,Module_2S_VSP2_100%SoC,Table 2; Fig. 5 (temperature–pressure trajectory and explosion); Fig. 6 (self-heating rate); Fig. 7 (pressure rise rate),0,1,0,0
2438,472,https://doi.org/10.1007/s10973-022-11324-5,1,tim_3h_pack,"Experimental and Calorimeter sections; Fig. 2 (setup with heating rods), Fig. 4 (surface temperature curves at t_im = 3 h), Surface temperature section reporting ~205 °C ignition for B1/B2; HRR context in Fig. 9.",1,0,0,0
2439,473,https://doi.org/10.1007/s10973-022-11394-5,1,SOC_100_exp1,Fig. 2 and Table 3,0,1,0,0
2440,473,https://doi.org/10.1007/s10973-022-11394-5,2,SOC_100_exp2,Fig. 2 and Table 3,0,1,0,0
2441,473,https://doi.org/10.1007/s10973-022-11394-5,3,SOC_50_exp1,Fig. 3 and Table 3,0,1,0,0
2442,473,https://doi.org/10.1007/s10973-022-11394-5,4,SOC_50_exp2,Fig. 3 and Table 3,0,1,0,0
2443,473,https://doi.org/10.1007/s10973-022-11394-5,5,SOC_25_exp1,Fig. 4 and Table 3,0,1,0,0
2444,473,https://doi.org/10.1007/s10973-022-11394-5,6,SOC_25_exp2,Fig. 4 and Table 3,0,1,0,0
2445,474,https://doi.org/10.1007/s10973-022-11766-x,1,Single_SOC_100,Figure 4 and Table 1,0,1,1,0
2446,474,https://doi.org/10.1007/s10973-022-11766-x,2,Single_SOC_75,Figure 4 and Table 1,0,1,1,0
2447,474,https://doi.org/10.1007/s10973-022-11766-x,3,Single_SOC_50,Figure 4 and Table 1,0,1,1,0
2448,474,https://doi.org/10.1007/s10973-022-11766-x,4,Single_SOC_25,Figure 4 and Table 1,0,1,1,0
2449,474,https://doi.org/10.1007/s10973-022-11766-x,5,Double_100SOC_0D,Figure 5 and Table 2,0,1,1,0
2450,474,https://doi.org/10.1007/s10973-022-11766-x,6,Double_100SOC_0p25D,Figure 5 and Table 2,0,1,1,0
2451,474,https://doi.org/10.1007/s10973-022-11766-x,7,Double_100SOC_0p5D,Figure 5 and Table 2,0,1,1,0
2452,474,https://doi.org/10.1007/s10973-022-11766-x,8,Double_100SOC_1D,Figure 5 and Table 2,0,1,1,0
2453,474,https://doi.org/10.1007/s10973-022-11766-x,9,Double_100SOC_1p5D,Figure 5 and Table 2,0,1,1,0
2454,474,https://doi.org/10.1007/s10973-022-11766-x,10,Double_100SOC_2D,Figure 5 and Table 2,0,1,1,0
2455,475,https://doi.org/10.1007/s10973-023-12095-3,1,RefExp_Wang2019_ElectricFurnace,Section 'Lithium‑ion battery thermal runaway model' (citing [33]) for heating configuration and T_trigger range; 'Model validation' for experimental max surface temperature; Fig. 1c and Table 1.,1,1,0,0
2456,476,https://doi.org/10.1007/s10973-023-12446-0,1,Double_0D,"Table 3, Table 4, Fig. 4, Fig. 7, Fig. 9, Fig. 12",0,1,0,0
2457,476,https://doi.org/10.1007/s10973-023-12446-0,2,Double_0.25D,"Table 3, Table 4, Fig. 7, Fig. 9, Fig. 12",0,1,0,0
2458,476,https://doi.org/10.1007/s10973-023-12446-0,3,Double_0.5D,"Table 3, Table 4, Fig. 7, Fig. 9, Fig. 12",0,1,0,0
2459,476,https://doi.org/10.1007/s10973-023-12446-0,4,Double_1D,"Table 3, Table 4, Fig. 7, Fig. 9, Fig. 12",0,1,0,0
2460,476,https://doi.org/10.1007/s10973-023-12446-0,5,Double_1.5D,"Table 3, Table 4, Fig. 7, Fig. 9, Fig. 12",0,1,0,0
2461,476,https://doi.org/10.1007/s10973-023-12446-0,6,Double_2D,"Table 3, Fig. 7, Fig. 9, Fig. 12",0,1,0,0
2462,476,https://doi.org/10.1007/s10973-023-12446-0,7,Single_Heated,Fig. 10,0,0,0,0
2463,477,https://doi.org/10.1007/s10973-023-12867-x,1,SOC_30,"Table 2 (T0, Tmax, max dT/dt); Fig. 4 (T0 and temperature-time); Fig. 6 (pressure-time and timing to self-exothermic runaway); Results and discussion section.",1,1,0,0
2464,477,https://doi.org/10.1007/s10973-023-12867-x,2,SOC_50,"Table 2 (T0, Tmax, max dT/dt); Fig. 4; Fig. 6; Results and discussion.",0,1,0,0
2465,477,https://doi.org/10.1007/s10973-023-12867-x,3,SOC_80,"Table 2 (T0, Tmax, max dT/dt); Fig. 4; Fig. 6; Results and discussion.",0,1,0,0
2466,477,https://doi.org/10.1007/s10973-023-12867-x,4,SOC_100,"Table 2 (T0, Tmax, max dT/dt); Fig. 4; Fig. 6; Results and discussion.",0,1,0,0
2467,478,https://doi.org/10.1007/s10973-024-13362-7,1,Case1_Control_NoAgent,"Fig. 4a–c (process timeline and T at vent), Fig. 8a (T and dT/dt for control), Section “The thermal runaway of LIBs”",1,0,0,0
2468,478,https://doi.org/10.1007/s10973-024-13362-7,2,Case2_WaterMist,"Fig. 5 (Case2a–d times: 1368 s vent, 1417 s ignition, 1427 s extinguished), Fig. 6 (T–t for water mist), Fig. 8b (T_p1 and dT/dt), Table 2, Fig. 9–10 (post-release peaks and propagation suppression)",0,1,0,0
2469,478,https://doi.org/10.1007/s10973-024-13362-7,3,Case3_PF_5pct,"Fig. 5 (Case3a–d times: 1680 s vent, 1723 s ignition, 1732 s extinguished), Fig. 8c (T_p1 and dT/dt), Table 2, Fig. 9–10 (post-release peaks and propagation suppression)",0,1,0,0
2470,478,https://doi.org/10.1007/s10973-024-13362-7,4,Case4_F500_5pct,"Fig. 5 (Case4a–d times: 1800 s vent, 1835 s ignition, 1841 s extinguished), Fig. 8d (T_p1 and dT/dt), Table 2, Fig. 9–10 (post-release peaks and propagation suppression)",0,1,0,0
